postcode,status,has_lines_below_2m,average_speed,median_speed,max_speed,has_fibre,connections,longitude,latitude,location,Ward,Lower Layer Super Output Areas (LSOA),Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary
BS406JY,Insufficient Premises,,,,,N,2,-2.66555901128755,51.3136644960798,"(51.313664, -2.665559)",4,32,87,21,1
BS394EP,OK,N,5.5,5.6,7.9,N,7,-2.57843449074311,51.3669273010896,"(51.366927, -2.578434)",5,34,101,20,1
BA18ET,OK,N,12.6,11.4,15.4,N,3,-2.3210092306857,51.4121099484201,"(51.41211, -2.321009)",1,23,40,10,1
BS395DP,OK,Y,10.2,8.1,22,N,14,-2.54039410822546,51.3215116297298,"(51.321512, -2.540394)",2,7,270,20,1
BA14AH,OK,N,13.4,5.1,30,Y,4,-2.38641022859893,51.3891005976731,"(51.389101, -2.38641)",29,16,316,8,1
BA23DQ,OK,Y,10.4,9.1,17.9,Y,10,-2.36253683758187,51.3778743895998,"(51.377874, -2.362537)",33,109,561,12,1
BA33YH,OK,Y,9.3,8.4,30,Y,24,-2.46277950188466,51.2836288912553,"(51.283629, -2.46278)",26,98,505,26,1
BA21NJ,OK,N,17.8,7,30,Y,16,-2.3989000674809,51.3710573449393,"(51.371057, -2.3989)",27,83,436,15,1
BS394EF,No Data,,,,,N,0,-2.57069856763551,51.3639889774752,"(51.363989, -2.570699)",5,34,101,20,1
BA17NA,OK,N,16.4,17.9,20.8,N,6,-2.31950338120107,51.4064853027625,"(51.406485, -2.319503)",1,23,35,10,1
BS312BB,Insufficient Premises,,,,,N,2,-2.50150675483526,51.4176355417544,"(51.417636, -2.501507)",24,49,171,1,1
BA29ET,No Data,,,,,N,0,-2.40602565472795,51.3873078317673,"(51.387308, -2.406026)",28,91,477,11,1
BA10QF,No premises,,,,,N,0,-2.3555616880202,51.37885788809,"(51.378858, -2.355562)",35,21,13,7,1
BA26TU,Insufficient Data,,,,,Y,2,-2.32136758223498,51.3976054472151,"(51.397605, -2.321368)",1,27,30,10,1
BA14LA,OK,Y,22.5,3.7,30,Y,10,-2.39848105595895,51.4021969828185,"(51.402197, -2.398481)",20,105,556,5,1
BA16PF,No Data,,,,,Y,0,-2.35261721287125,51.3920665754777,"(51.392067, -2.352617)",36,93,494,6,1
BS394AT,OK,Y,6.8,7.6,8.1,N,28,-2.54596802274053,51.3679103952363,"(51.36791, -2.545968)",7,74,397,20,1
BA11US,OK,Y,16.2,19.8,23.3,N,11,-2.36416506062368,51.3802701186168,"(51.38027, -2.364165)",34,55,196,9,1
BS406PJ,OK,Y,3.1,3.4,6.8,N,20,-2.67725150900691,51.3213844106181,"(51.321384, -2.677252)",4,32,93,21,1
BA12SX,OK,Y,14.2,11.4,30,Y,12,-2.36672533704687,51.38958650281,"(51.389587, -2.366725)",34,115,199,9,1
BA26LY,OK,N,23.2,11.9,30,Y,7,-2.35386168062393,51.3875759775429,"(51.387576, -2.353862)",35,21,19,7,1
BA27WZ,No premises,,,,,N,0,-2.3555616880202,51.37885788809,"(51.378858, -2.355562)",35,21,13,7,1
BS395DA,Insufficient Data,,,,,N,2,-2.54354897934514,51.3201122828493,"(51.320112, -2.543549)",2,7,268,20,1
BS396TW,OK,Y,5,5.1,8.6,N,13,-2.53626831879413,51.2999771566778,"(51.299977, -2.536268)",3,43,131,23,1
BA22QZ,OK,N,20,20,20,Y,3,-2.38473484385988,51.3624187473209,"(51.362419, -2.384735)",30,62,576,19,1
BA22PY,OK,N,16.3,17.1,18.6,N,3,-2.37939069579709,51.3605479242487,"(51.360548, -2.379391)",30,19,330,19,1
BS397PB,OK,Y,30,30,30,Y,3,-2.49505053014051,51.3111647509677,"(51.311165, -2.495051)",13,69,361,23,1
BS319DN,No premises,,,,,N,0,-2.49892474066113,51.4155874740204,"(51.415587, -2.498925)",24,49,158,1,1
BA17TF,OK,N,6.5,7.1,11.5,N,9,-2.29370706325477,51.3990807877875,"(51.399081, -2.293707)",1,26,43,10,1
BS396UF,Insufficient Data,,,,,N,2,-2.53101190587064,51.2981577901383,"(51.298158, -2.531012)",3,43,131,23,1
BA20ND,Insufficient Premises,,,,,N,2,-2.47017285249229,51.3266073471806,"(51.326607, -2.470173)",14,87,459,16,1
BA32UA,OK,N,15.8,17.1,21.9,N,3,-2.48210785435908,51.2795314965725,"(51.279531, -2.482108)",25,12,300,27,1
BA13JP,OK,Y,8.3,5,30,Y,35,-2.39785150570442,51.384323670225,"(51.384324, -2.397852)",29,17,320,8,1
BA21BW,OK,N,23,20,30,Y,20,-2.38931761924268,51.3794608707011,"(51.379461, -2.389318)",32,102,522,13,1
BS397LN,OK,Y,23.5,3,30,Y,24,-2.50930586987311,51.3067695301994,"(51.30677, -2.509306)",13,68,364,23,1
BA26RF,OK,N,22.2,11.3,30,Y,8,-2.34692117689609,51.3876596863024,"(51.38766, -2.346921)",22,30,72,12,1
BS313ED,OK,N,18.5,19.4,30,N,14,-2.4554019551871,51.4044802031536,"(51.40448, -2.455402)",17,80,426,16,1
BA33WZ,No premises,,,,,N,0,-2.44678220204705,51.2914690105397,"(51.291469, -2.446782)",12,79,413,24,1
BS311JX,OK,N,24.6,20,30,Y,18,-2.48528895598047,51.400295958383,"(51.400296, -2.485289)",16,44,149,3,1
BS394NX,No Data,,,,,N,0,-2.51524885020443,51.3672672934034,"(51.367267, -2.515249)",8,41,123,16,1
BA10DQ,No premises,,,,,N,0,-2.3555616880202,51.37885788809,"(51.378858, -2.355562)",35,21,13,7,1
BA33EY,OK,Y,17.1,20.3,24.1,N,28,-2.44349081039539,51.2936845309714,"(51.293685, -2.443491)",12,77,411,24,1
BA28PD,Insufficient Data,,,,,N,1,-2.39143144757713,51.3493495480656,"(51.34935, -2.391431)",9,28,64,22,1
BA33HQ,Insufficient Data,,,,,N,1,-2.44714251926137,51.2960804492739,"(51.29608, -2.447143)",12,76,409,24,1
BA12XL,OK,N,18.3,13.1,30,Y,9,-2.38283826651336,51.3881592107368,"(51.388159, -2.382838)",34,54,202,9,1
BA32JT,OK,Y,25.8,17.8,30,Y,6,-2.48656799974553,51.283721233077,"(51.283721, -2.486568)",25,13,305,27,1
BA21DL,OK,Y,30,30,30,Y,17,-2.39831585495866,51.3815346671576,"(51.381535, -2.398316)",28,92,479,11,1
BA10TF,Insufficient Premises,,,,,N,2,-2.35879075452497,51.382049079234,"(51.382049, -2.358791)",35,20,12,7,1
BA23AA,OK,N,22.1,7.3,30,Y,19,-2.37020007152735,51.3731747307983,"(51.373175, -2.3702)",18,5,250,17,1
BA33HT,OK,N,15.7,17.8,22.1,N,10,-2.44199441438596,51.2946703024403,"(51.29467, -2.441994)",12,77,411,24,1
BA13JW,No Data,,,,,Y,0,-2.39727824297571,51.3828419872885,"(51.382842, -2.397278)",29,17,323,8,1
BA39BD,No premises,,,,,N,0,-2.44678220204705,51.2914690105397,"(51.291469, -2.446782)",12,79,413,24,1
BS397RW,OK,Y,17.9,7.1,30,Y,23,-2.49675470009493,51.3002504325873,"(51.30025, -2.496755)",13,67,369,23,1
BA22SA,OK,N,30,20,30,Y,11,-2.38208310316278,51.35616919005,"(51.356169, -2.382083)",30,60,333,19,1
BS312LJ,OK,N,28.8,25,30,Y,24,-2.51285211292934,51.4085767662608,"(51.408577, -2.512852)",24,48,170,1,1
BA22NB,OK,Y,17.2,20,30,Y,14,-2.38564149223852,51.3660484188176,"(51.366048, -2.385641)",30,62,339,19,1
BA32BX,OK,Y,13.3,8.7,30,Y,29,-2.46555740023932,51.290343782391,"(51.290344, -2.465557)",11,8,284,25,1
BS395RQ,OK,N,10.5,11.2,16.9,N,9,-2.54502328138775,51.3306888032146,"(51.330689, -2.545023)",5,35,96,20,1
BA23LG,OK,Y,30,30,30,Y,16,-2.37604380966811,51.3762672379577,"(51.376267, -2.376044)",31,63,348,14,1
BA20LL,Insufficient Premises,,,,,N,2,-2.48015151204533,51.3338681828883,"(51.333868, -2.480152)",14,88,456,16,1
BA26LH,Insufficient Premises,,,,,Y,2,-2.35308553234607,51.3875603369602,"(51.38756, -2.353086)",36,96,498,6,1
BS312RH,OK,N,30,20,30,Y,3,-2.51491664567341,51.4067783644324,"(51.406778, -2.514917)",37,51,176,2,1
BS312TA,No Data,,,,,N,0,-2.4849894381497,51.3910087769219,"(51.391009, -2.484989)",16,44,151,3,1
BA20QG,Insufficient Premises,,,,,N,2,-2.47079113747577,51.3183144188921,"(51.318314, -2.470791)",9,28,62,22,1
BS395BA,No Data,,,,,N,0,-2.57543792071085,51.2997551819198,"(51.299755, -2.575438)",2,6,273,21,1
BS313JU,OK,N,6.7,6.2,8.1,N,3,-2.44896888871657,51.396439500976,"(51.39644, -2.448969)",17,81,424,16,1
BA22QB,OK,N,13.8,10.9,30,Y,7,-2.38261409118473,51.3612927397964,"(51.361293, -2.382614)",30,19,342,19,1
BA34FJ,OK,N,30,18.1,30,Y,6,-2.47587106609107,51.2795210565233,"(51.279521, -2.475871)",26,100,520,26,1
BA27XS,No premises,,,,,N,0,-2.3555616880202,51.37885788809,"(51.378858, -2.355562)",35,21,13,7,1
BS311XD,OK,N,29.4,20,30,Y,23,-2.48659934793585,51.4018640677127,"(51.401864, -2.486599)",16,44,149,3,1
BA11EQ,OK,Y,14,16.3,20.9,Y,15,-2.3614147187281,51.381339658633,"(51.38134, -2.361415)",35,20,10,7,1
BA33JD,Insufficient Premises,,,,,N,2,-2.44307646008873,51.2968242520054,"(51.296824, -2.443076)",12,76,406,24,1
BS312SN,Insufficient Premises,,,,,N,2,-2.5125539782063,51.3973474463905,"(51.397347, -2.512554)",8,41,122,16,1
BA20AU,OK,Y,4.2,4.5,7.7,N,8,-2.45718789422458,51.3197440845083,"(51.319744, -2.457188)",9,28,63,22,1
BS406NE,No Data,,,,,N,0,-2.65299794437508,51.3182491536199,"(51.318249, -2.652998)",4,32,87,21,1
BA20JQ,No Data,,,,,N,0,-2.47670744897766,51.3284242389825,"(51.328424, -2.476707)",14,87,458,16,1
BA14LR,OK,Y,16.6,4,30,Y,11,-2.39533568145275,51.3991954339693,"(51.399195, -2.395336)",20,106,541,5,1
BA14DE,Insufficient Data,,,,,Y,1,-2.3887022649417,51.3950095356274,"(51.39501, -2.388702)",20,108,549,5,1
BA14EG,OK,Y,15.4,4.1,30,Y,34,-2.39425193819134,51.3935253427163,"(51.393525, -2.394252)",29,18,311,8,1
BA25QL,OK,N,18.2,19,22,N,7,-2.35669280862615,51.359872961265,"(51.359873, -2.356693)",19,36,116,18,1
BA25BB,Insufficient Data,,,,,N,2,-2.3491101681086,51.3712793195038,"(51.371279, -2.34911)",33,110,574,12,1
BA14BR,OK,N,16.5,9.6,30,Y,4,-2.38808187352413,51.3947328511638,"(51.394733, -2.388082)",20,107,551,5,1
BS140QS,OK,Y,2.5,2.1,6.5,N,13,-2.53646509663918,51.3905865127028,"(51.390587, -2.536465)",7,74,398,20,1
BA13RF,OK,Y,30,30,30,Y,11,-2.39487937288718,51.3896118488638,"(51.389612, -2.394879)",29,16,319,8,1
BS406AJ,Insufficient Premises,,,,,N,2,-2.60341793184839,51.2895883321658,"(51.289588, -2.603418)",2,6,271,21,1
BA27BY,OK,Y,5.7,5.3,13.1,N,6,-2.34640069309296,51.3453912172027,"(51.345391, -2.346401)",10,113,58,10,1
BS406AR,OK,N,7,7.6,8.1,N,7,-2.63020972743058,51.3097688199062,"(51.309769, -2.63021)",2,6,274,21,1
BS397QT,OK,Y,19.4,4.1,30,Y,10,-2.49820735336151,51.304587318516,"(51.304587, -2.498207)",13,69,370,23,1
BA25NA,OK,Y,14.9,14.4,24,N,15,-2.36457568317453,51.3614312226475,"(51.361431, -2.364576)",18,4,261,17,1
BA16PR,Insufficient Premises,,,,,N,2,-2.35052461355587,51.3928191660473,"(51.392819, -2.350525)",36,95,487,6,1
BS396ET,Insufficient Data,,,,,N,1,-2.53372731745929,51.3109138674521,"(51.310914, -2.533727)",3,43,136,23,1
BS408QH,Insufficient Premises,,,,,N,2,-2.63038956098683,51.3668210289071,"(51.366821, -2.63039)",6,31,79,21,1
BA23RD,OK,N,29.6,25,30,Y,26,-2.38063149409011,51.3802717033847,"(51.380272, -2.380631)",32,103,528,13,1
BS394AF,OK,N,7.1,7.6,8.1,N,5,-2.55042695357058,51.3719897642721,"(51.37199, -2.550427)",7,74,399,20,1
BS406EQ,Insufficient Data,,,,,N,2,-2.64403209388629,51.3092080321251,"(51.309208, -2.644032)",2,6,274,21,1
BS397QD,OK,Y,4.2,4.5,5.1,N,12,-2.50056593529158,51.3064565501609,"(51.306457, -2.500566)",13,69,366,23,1
BA32NU,OK,N,21.5,12.6,30,Y,25,-2.49608899471042,51.2784210142812,"(51.278421, -2.496089)",25,13,297,27,1
BS312PS,OK,N,23.4,19.5,30,Y,26,-2.5038870319098,51.4078603689679,"(51.40786, -2.503887)",37,53,189,2,1
BA34AY,Insufficient Premises,,,,,N,2,-2.46984673859482,51.2806603906703,"(51.28066, -2.469847)",26,98,516,26,1
BA11QL,No Data,,,,,N,0,-2.3602224791665,51.3813882906922,"(51.381388, -2.360222)",35,20,11,7,1
BA28QG,OK,Y,1.1,1.1,1.6,N,4,-2.37415376346607,51.3224397543262,"(51.32244, -2.374154)",10,114,61,10,1
BS396JP,OK,Y,2.5,2.4,3.6,N,21,-2.50749231689305,51.3257231810926,"(51.325723, -2.507492)",3,42,138,23,1
BS406BB,OK,Y,3.9,4.3,5.7,N,5,-2.62503197250658,51.298259993355,"(51.29826, -2.625032)",2,6,272,21,1
BS394AU,OK,N,6.6,6.8,8.1,N,14,-2.54716366445458,51.3669876558925,"(51.366988, -2.547164)",7,74,397,20,1
BA20EA,OK,N,4.6,5,5.7,N,9,-2.44056224580038,51.3338080534784,"(51.333808, -2.440562)",9,28,66,22,1
BA33TW,OK,N,11,10.7,13.7,Y,4,-2.45790892786005,51.2884047426188,"(51.288405, -2.457909)",26,99,508,26,1
BA16AP,OK,Y,9,9.2,15.6,N,50,-2.34918827297381,51.3928591249777,"(51.392859, -2.349188)",36,95,487,6,1
BA29HW,OK,Y,2.7,2.3,5.2,N,8,-2.48149101129244,51.3575829750131,"(51.357583, -2.481491)",8,40,130,16,1
BS312EX,OK,N,26.1,20,30,Y,16,-2.50751617225897,51.4135993777734,"(51.413599, -2.507516)",24,50,160,1,1
BS312BD,OK,N,17,17.4,21.1,N,11,-2.50406274549657,51.4186046643402,"(51.418605, -2.504063)",24,49,171,1,1
BA14EJ,OK,Y,9.9,3.9,30,Y,39,-2.39593490060064,51.3936815154933,"(51.393682, -2.395935)",29,18,309,8,1
BA16AD,OK,N,9.3,9.3,14.6,Y,43,-2.35408960624661,51.391037082519,"(51.391037, -2.35409)",36,96,492,6,1
BA32NP,OK,N,23.6,14.2,30,Y,8,-2.49505976066103,51.2800349188859,"(51.280035, -2.49506)",25,14,293,27,1
BA32AN,OK,Y,13.8,14.3,30,Y,14,-2.46761057545936,51.2905873687645,"(51.290587, -2.467611)",11,8,284,25,1
BS311LN,OK,N,24.8,19.9,30,Y,20,-2.49282188663452,51.4137070713922,"(51.413707, -2.492822)",16,45,153,3,1
BA20AF,OK,N,9.2,9.2,15.1,N,18,-2.48503774945738,51.3439368221181,"(51.343937, -2.485038)",8,40,129,16,1
BA32QP,OK,N,19.7,17,30,Y,7,-2.49151546326385,51.2864700540085,"(51.28647, -2.491515)",25,14,301,27,1
BS408TA,No Data,,,,,N,0,-2.60776701317997,51.3604305562698,"(51.360431, -2.607767)",6,31,79,21,1
BA26TG,Insufficient Premises,,,,,Y,2,-2.32097942823638,51.3975975201169,"(51.397598, -2.320979)",1,27,30,10,1
BA18AU,No Data,,,,,N,0,-2.35878637289981,51.4127016655376,"(51.412702, -2.358786)",1,25,47,10,1
BA15LB,OK,N,20,19.6,30,Y,12,-2.36211169563496,51.3895379178148,"(51.389538, -2.362112)",21,59,243,7,1
BA17SB,OK,N,5.6,5.4,7.5,N,13,-2.30224245068095,51.3986184775897,"(51.398618, -2.302242)",1,24,46,10,1
BS396ED,OK,N,6.6,7.3,8.1,N,7,-2.52074915221914,51.312698753621,"(51.312699, -2.520749)",3,43,136,23,1
BS397XN,OK,Y,13,2.9,30,Y,7,-2.50323918694234,51.305599854868,"(51.3056, -2.503239)",13,68,363,23,1
BS312RR,OK,N,30,30,30,Y,11,-2.51470123908713,51.4055204745989,"(51.40552, -2.514701)",37,51,177,2,1
BA32AA,OK,N,10.6,9.6,15.5,Y,4,-2.46439377295107,51.2915623053547,"(51.291562, -2.464394)",11,8,284,25,1
BA28PN,OK,Y,6.9,8.2,11.8,Y,3,-2.40294309045094,51.3226858765062,"(51.322686, -2.402943)",10,114,60,10,1
BA23HS,OK,Y,30,20,30,Y,30,-2.37489537187368,51.3781411930719,"(51.378141, -2.374895)",33,112,559,12,1
BS395TF,Insufficient Premises,,,,,N,2,-2.5620340650738,51.3273533405956,"(51.327353, -2.562034)",2,7,269,20,1
BS312QN,OK,N,19.2,20,30,Y,10,-2.51047021882468,51.4077149760048,"(51.407715, -2.51047)",37,51,188,2,1
BA16HZ,OK,N,30,30,30,Y,6,-2.35596137734719,51.3970288490522,"(51.397029, -2.355961)",23,57,228,4,1
BA26NA,Insufficient Data,,,,,Y,2,-2.35362329043487,51.3864797131917,"(51.38648, -2.353623)",35,21,19,7,1
BS394DQ,OK,Y,2.8,2.8,5.2,N,19,-2.57852345787992,51.3568920378323,"(51.356892, -2.578523)",5,34,102,20,1
BA33LD,No Data,,,,,Y,0,-2.43817857266494,51.2915644826383,"(51.291564, -2.438179)",12,77,407,24,1
BA14EY,Insufficient Premises,,,,,Y,2,-2.38918009804507,51.4005018575936,"(51.400502, -2.38918)",20,106,553,5,1
BA14AN,OK,N,23.3,10.3,30,Y,18,-2.386384649248,51.3928861781624,"(51.392886, -2.386385)",20,107,551,5,1
BS312UL,OK,N,10.4,13.2,14.2,Y,3,-2.49228470161785,51.415903297103,"(51.415903, -2.492285)",16,45,152,3,1
BA13LQ,OK,Y,14.6,6.9,30,Y,27,-2.39283374732586,51.38568936246,"(51.385689, -2.392834)",29,17,322,8,1
BS408WB,No premises,,,,,N,0,-2.63293171015428,51.3501275244517,"(51.350128, -2.632932)",6,31,82,21,1
BA15LH,Insufficient Premises,,,,,N,2,-2.35997926383863,51.3851835288824,"(51.385184, -2.359979)",35,20,7,7,1
BS395PQ,No Data,,,,,N,0,-2.53495491847432,51.3301058133674,"(51.330106, -2.534955)",5,34,97,20,1
BA21RH,OK,Y,4.7,4.8,7.3,Y,10,-2.39978476671001,51.3802618326672,"(51.380262, -2.399785)",28,91,468,11,1
BA28BD,OK,Y,2.6,2.5,3.1,N,5,-2.42149496155441,51.339516095339,"(51.339516, -2.421495)",9,28,65,22,1
BA32QF,OK,N,15.2,16.4,20.2,Y,9,-2.4801205889549,51.2883157278094,"(51.288316, -2.480121)",11,11,290,25,1
BA15TP,OK,N,16.7,7,30,Y,8,-2.36636886872648,51.3989299611899,"(51.39893, -2.366369)",21,1,234,7,1
BA27PB,Insufficient Premises,,,,,N,2,-2.32447753788864,51.3800631203134,"(51.380063, -2.324478)",22,29,580,12,1
BA12UJ,OK,N,26.6,12.2,30,Y,6,-2.3746452997342,51.3932570119072,"(51.393257, -2.374645)",21,1,238,7,1
BA26DT,Insufficient Premises,,,,,Y,2,-2.33061477843455,51.3743452229809,"(51.374345, -2.330615)",22,29,70,12,1
BS313BW,OK,N,26,20,30,N,13,-2.4625261635825,51.405270532216,"(51.405271, -2.462526)",17,80,429,16,1
BA22HD,OK,Y,28.6,20,30,Y,26,-2.38359881507497,51.3708477106772,"(51.370848, -2.383599)",31,66,358,14,1
BA27DR,OK,N,15.9,16.8,17.3,N,3,-2.36488967969064,51.3503434459333,"(51.350343, -2.36489)",10,113,59,10,1
BS408RG,No Data,,,,,N,0,-2.61053944228345,51.3669441725638,"(51.366944, -2.610539)",6,31,78,21,1
BA23TW,OK,N,17.7,6.9,30,Y,8,-2.37234314963126,51.3717112799466,"(51.371711, -2.372343)",31,65,356,14,1
BS395XT,Insufficient Data,,,,,N,1,-2.60270694270589,51.3305499424381,"(51.33055, -2.602707)",4,33,89,21,1
BS406JY,No Data,,,,,N,0,-2.66555901128755,51.3136644960798,"(51.313664, -2.665559)",4,32,87,21,1
BS394JX,OK,Y,4.7,3.7,14.6,N,13,-2.51619443411531,51.3759851192987,"(51.375985, -2.516194)",8,41,123,16,1
BA18ES,OK,N,12.2,12.6,17.9,N,13,-2.31477817677811,51.4176387276873,"(51.417639, -2.314778)",1,25,34,10,1
BA26TQ,Insufficient Data,,,,,Y,2,-2.31514622287184,51.397982021214,"(51.397982, -2.315146)",1,24,31,10,1
BA32AT,OK,N,21.9,17,30,Y,11,-2.47575425269545,51.2890259319628,"(51.289026, -2.475754)",11,11,289,25,1
BA33JX,OK,N,16,17.6,21.3,N,5,-2.44233979787789,51.2918095920008,"(51.29181, -2.44234)",12,76,415,24,1
BA15BT,OK,N,12.9,13.3,19.7,N,5,-2.3586774509559,51.3859338328418,"(51.385934, -2.358677)",35,20,11,7,1
BA27SN,OK,Y,4.2,4,6.3,N,10,-2.32907878428976,51.3224402904815,"(51.32244, -2.329079)",10,114,55,10,1
BA15PA,OK,N,11.9,13,16.8,Y,11,-2.35767935652129,51.3906215482828,"(51.390622, -2.357679)",36,96,497,6,1
BA33JS,OK,N,15,16.2,21.4,N,39,-2.44101894222598,51.2946470068524,"(51.294647, -2.441019)",12,77,412,24,1
BA12PR,OK,Y,16,16.5,22.2,N,47,-2.36606140334434,51.3874305776934,"(51.387431, -2.366061)",35,22,20,7,1
BA23NB,Insufficient Premises,,,,,Y,2,-2.37011322161262,51.3748744365652,"(51.374874, -2.370113)",33,112,565,12,1
BA29ES,OK,Y,3.6,3.2,6.8,Y,5,-2.40308744006174,51.3849261922523,"(51.384926, -2.403087)",28,91,477,11,1
BA28NF,OK,Y,2.7,1.7,13.1,Y,13,-2.41141040838535,51.3018943468347,"(51.301894, -2.41141)",10,114,57,10,1
BA28LB,OK,Y,22.5,6.5,30,Y,26,-2.43671363490175,51.315506193995,"(51.315506, -2.436714)",15,71,392,22,1
BA17NG,OK,N,19,19.5,22.1,N,5,-2.31917128019805,51.4062794006172,"(51.406279, -2.319171)",1,23,35,10,1
BA32PE,OK,N,14.6,12.4,30,Y,17,-2.49410915049074,51.2782945121685,"(51.278295, -2.494109)",25,13,297,27,1
BA13RX,No Data,,,,,Y,0,-2.40179725771284,51.3934817169219,"(51.393482, -2.401797)",29,18,310,8,1
BA23WU,No premises,,,,,N,0,-2.3555616880202,51.37885788809,"(51.378858, -2.355562)",35,21,13,7,1
BA14NF,OK,Y,15.9,3.8,30,Y,15,-2.39844848540981,51.4034109679773,"(51.403411, -2.398448)",20,105,554,5,1
BA28QX,OK,Y,3.1,2.4,7.3,N,11,-2.36158960649123,51.3342584588701,"(51.334258, -2.36159)",10,114,60,10,1
BA22LY,OK,Y,26.5,12.1,30,Y,12,-2.38792289326729,51.3640537132161,"(51.364054, -2.387923)",30,62,576,19,1
BA26PH,No Data,,,,,N,0,-2.35632593704604,51.3866063958492,"(51.386606, -2.356326)",35,21,19,7,1
BA15EQ,Insufficient Premises,,,,,Y,2,-2.36266811593259,51.3890236705341,"(51.389024, -2.362668)",21,2,249,7,1
BA29AR,OK,Y,3.6,3.8,4.7,N,5,-2.44227001902035,51.3859357167887,"(51.385936, -2.44227)",8,41,125,16,1
BA33AW,OK,N,16.5,17,24.4,N,10,-2.44881371057961,51.2939070189593,"(51.293907, -2.448814)",12,79,413,24,1
BA25LS,OK,N,19.8,21,24,N,14,-2.36376829107098,51.3592307627439,"(51.359231, -2.363768)",19,36,121,18,1
BA13ES,OK,N,13.7,9.7,30,Y,32,-2.39032165413185,51.3826315962208,"(51.382632, -2.390322)",29,15,308,8,1
BA17TR,OK,N,6.8,6.5,10.9,N,10,-2.29581371309173,51.4003163319321,"(51.400316, -2.295814)",1,26,43,10,1
BA11SU,No premises,,,,,N,0,-2.35688858842568,51.3776579566737,"(51.377658, -2.356889)",35,21,13,7,1
BA22AQ,OK,Y,5.7,5.7,10.6,N,30,-2.37770022283569,51.3523439417603,"(51.352344, -2.3777)",30,61,327,19,1
BS395UG,OK,N,3.6,3.5,6,N,8,-2.59048480737658,51.3333097680739,"(51.33331, -2.590485)",4,33,90,21,1
BA28PJ,Insufficient Data,,,,,Y,2,-2.41613760794261,51.3202119291934,"(51.320212, -2.416138)",15,70,390,22,1
BA33NJ,OK,N,17.6,15.1,30,Y,14,-2.43451182021765,51.2890064866891,"(51.289006, -2.434512)",12,78,418,24,1
BA10QE,No premises,,,,,N,0,-2.3555616880202,51.37885788809,"(51.378858, -2.355562)",35,21,13,7,1
BS406EA,OK,N,7.7,8,8.1,N,5,-2.63049890504364,51.3088860588858,"(51.308886, -2.630499)",2,6,274,21,1
BA24PA,OK,N,21.3,15.2,30,Y,27,-2.35784005187976,51.376225373815,"(51.376225, -2.35784)",33,109,567,12,1
BA32JW,OK,Y,15.5,18,30,Y,14,-2.48907712692087,51.2837107741644,"(51.283711, -2.489077)",25,13,304,27,1
BA33JD,No Data,,,,,N,0,-2.44307646008873,51.2968242520054,"(51.296824, -2.443076)",12,76,406,24,1
BA32BQ,OK,N,10.8,9.1,17,Y,8,-2.47672367839953,51.2926277207624,"(51.292628, -2.476724)",11,8,282,25,1
BA32PS,OK,Y,16.4,13.5,30,Y,15,-2.49252687305656,51.2845055748797,"(51.284506, -2.492527)",25,13,304,27,1
BA24RS,OK,Y,27.6,8.8,30,Y,9,-2.36603277742151,51.3730439645987,"(51.373044, -2.366033)",18,3,264,17,1
BA12US,OK,N,19.2,9.9,30,Y,6,-2.37809110600292,51.3945587221523,"(51.394559, -2.378091)",20,107,548,5,1
BA24DX,OK,N,10.6,10.9,13.2,Y,5,-2.35249825704995,51.3840733353029,"(51.384073, -2.352498)",35,21,2,7,1
BA28JR,OK,Y,6.8,4.3,30,Y,12,-2.43125586224178,51.3164615768572,"(51.316462, -2.431256)",15,73,381,22,1
BA10JD,No premises,,,,,N,0,-2.3555616880202,51.37885788809,"(51.378858, -2.355562)",35,21,13,7,1
BA23PX,OK,N,21.6,20,30,Y,10,-2.38078647662164,51.3764407373217,"(51.376441, -2.380786)",32,101,530,13,1
BS311WU,No premises,,,,,N,0,-2.49892474066113,51.4155874740204,"(51.415587, -2.498925)",24,49,158,1,1
BA23BY,OK,N,29.5,21.7,30,Y,14,-2.3761774915719,51.3803040793594,"(51.380304, -2.376177)",33,112,560,12,1
BA22LB,OK,Y,27.7,30,30,Y,21,-2.38748641983724,51.3684970658902,"(51.368497, -2.387486)",31,66,343,14,1
BS408UY,OK,N,6.5,6.4,9.7,N,9,-2.63726800013046,51.3521811166152,"(51.352181, -2.637268)",6,31,82,21,1
BS396UD,OK,Y,4.8,5.3,6.2,N,6,-2.53194467326478,51.2981985140425,"(51.298199, -2.531945)",3,43,131,23,1
BA21JG,OK,N,18,20,30,Y,15,-2.39086039645291,51.3682880344647,"(51.368288, -2.39086)",27,84,446,15,1
BA32QQ,OK,N,26.9,18.7,30,Y,25,-2.48618535621466,51.2882187556425,"(51.288219, -2.486185)",11,9,288,25,1
BS313DJ,OK,N,14.1,11.7,30,N,14,-2.45933146888113,51.4020910577456,"(51.402091, -2.459331)",17,80,422,16,1
BA17TQ,OK,N,8,8,12.1,Y,13,-2.29806549838626,51.3995373404157,"(51.399537, -2.298065)",1,26,44,10,1
BS395AP,Insufficient Premises,,,,,N,2,-2.58644871662754,51.3083597047114,"(51.30836, -2.586449)",2,6,273,21,1
BS312BH,OK,N,17.8,15.4,30,Y,10,-2.49887693421586,51.4177996278932,"(51.4178, -2.498877)",24,49,172,1,1
