Year,CP,Region,LocalAuthority,Road,RoadCategory,Easting,Northing,StartJunction,EndJunction,LinkLength_miles,PedalCycles,Motorcycles,CarsTaxis,BusesCoaches,LightGoodsVehicles,V2AxleRigidHGV,V3AxleRigidHGV,V4or5AxleRigidHGV,V3or4AxleArticHGV,V5AxleArticHGV,V6orMoreAxleArticHGV,AllHGVs,AllMotorVehicles,id,location,Ward,Lower Layer Super Output Areas (LSOA),Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary
2008,27638,South West,Bath and North East Somerset,A3062,PU,375000,162260,A367,The Avenue/Ralph Allen Drive,1.49,90,41,5386,53,628,42,20,0,1,0,0,62,6169,d85aceeb791fcf88c384fd48fb7ed4fcc7b35eee,"(51.35886, -2.36044)",19,36,121,18,1
2008,28320,South West,Bath and North East Somerset,A36,PU,375783,165443,Bathwick St,Warminster Rd,0.31,45,8,548,13,63,10,2,1,0,1,1,15,647,5e22f90bc6b0f7f7b6f6e071cebcb02a33036901,"(51.38752, -2.34941)",36,96,499,6,1
2008,36131,South West,Bath and North East Somerset,A4,PU,374700,165000,A367,Broad St,0.37,8,8,869,10,217,26,2,1,0,0,0,30,1133,8ecae2acb47565ae8404485abe5d6aa85dfbb66e,"(51.38349, -2.36494)",34,55,193,9,1
2008,36389,South West,Bath and North East Somerset,A37,PR,361770,164000,A368,B3130,1.98,12,132,7668,74,1598,267,52,22,30,107,173,651,10123,a94d3a8a4e2b907387ab7a9a84e741ba749c743c,"(51.37376, -2.55062)",7,74,399,20,1
2008,36423,South West,Bath and North East Somerset,A39,PR,370000,165300,A368,A4,3.72,49,103,15632,167,1841,180,50,22,18,18,20,308,18051,de3803edc5f691528068349aad434d8998de44f5,"(51.38594, -2.4325)",9,28,68,22,1
2008,37050,South West,Bath and North East Somerset,A367,PU,374800,164300,A3062,A36/A3064 roundabout,1.86,60,159,9330,338,1071,162,37,35,4,18,14,269,11167,b140a1efb99c3fd88f8188273841aa033428fca3,"(51.3772, -2.36345)",33,109,,12,1
2008,38015,South West,Bath and North East Somerset,A3039,PU,375085,164955,Dorchester St,Broad St,0.55,50,5,378,85,69,16,3,0,0,0,0,19,556,51ce86a0816042eb55de0ead1e1dc55e2ff5f238,"(51.3831, -2.35941)",35,20,11,7,1
2008,38606,South West,Bath and North East Somerset,A363,PR,379280,165000,LA Boundary,Bathford Hill,1.92,5,51,5068,6,812,122,23,7,2,8,13,175,6112,3f63ecc04c3c8bf029d0e6e60f75c5dbf7a95dd8,"(51.38367, -2.29912)",1,24,45,10,1
2008,46133,South West,Bath and North East Somerset,A4,PR,371000,165500,A39,A36,0.86,68,171,7083,112,970,135,31,36,9,21,26,258,8593,2ffed18b6f39fe267f66d8e0dc8d3f1ea49d57aa,"(51.3878, -2.41814)",9,28,68,22,1
2008,46389,South West,Bath and North East Somerset,A37,PR,362930,156000,A362,A39,0.86,2,69,4503,30,1033,234,55,30,13,24,153,508,6143,5dff1d7b2c294f29111dc6d5d1da546b73f8771b,"(51.30191, -2.53312)",3,43,131,23,1
2008,46421,South West,Bath and North East Somerset,A39,PR,364000,157500,B3355,B3115,1.73,15,87,4863,68,846,112,37,23,8,11,8,199,6063,99b0ab870531d1b5b9f8fe91211a45dfaf016429,"(51.31547, -2.51793)",3,43,136,23,1
2008,47026,South West,Bath and North East Somerset,A362,PR,365000,154900,A37,B3355,1.86,31,83,6351,95,1138,156,47,21,16,42,46,329,7995,0fa87c14cf8dfaa2b7e5dc69a515ec57090fb3a7,"(51.29215, -2.50332)",13,67,373,23,1
2008,47031,South West,Bath and North East Somerset,A367,PR,370000,156940,A362,B3115,5.4,37,436,22417,229,3307,391,146,73,18,65,126,819,27208,58b0835e53967e51004c4545728a6af9fb007eac,"(51.31078, -2.43179)",15,72,377,22,1
2008,47162,South West,Bath and North East Somerset,A431,PR,370000,167400,"Penn Hill Rd, Bath",LA boundary,2.85,31,89,6750,50,924,61,5,4,2,1,1,74,7887,fae9a7606a2296a60cbfdb87f5eff760c5cf8677,"(51.40483, -2.43268)",1,25,50,10,1
2008,47897,South West,Bath and North East Somerset,A3604,PU,373580,165000,A4,A36,0.18,6,5,842,7,189,18,2,5,0,0,1,27,1071,42f5886b2a47be7f645bf6270366f55f0f4f9a29,"(51.38344, -2.38103)",32,103,538,13,1
2008,48359,South West,Bath and North East Somerset,A367,PU,375005,164350,A36/A3064 roundabout,Broad Quay,0.06,5,3,292,12,37,4,1,0,0,0,0,5,349,d334fdedc05c8f4caf1e965043808db3e429b0e3,"(51.37765, -2.36051)",35,20,12,7,1
2008,56111,South West,Bath and North East Somerset,A4,PR,380000,167630,A363,LA Boundary,1.24,13,67,4508,61,568,98,22,11,14,31,18,193,5398,c362c24c6e5495b8127867b13b52cb903e6ebc92,"(51.40734, -2.28893)",1,26,41,10,1
2008,56378,South West,Bath and North East Somerset,A36,TR,377840,160000,LA Boundary,LA Boundary,1.92,6,89,6990,35,983,211,36,13,32,93,119,503,8599,67f6fb8c30496fbf749a6ef93ed9c572f5e725a7,"(51.33865, -2.31951)",10,113,52,10,1
2008,56445,South West,Bath and North East Somerset,A4,PU,373300,165100,A431,A3604,0.18,9,23,1324,44,199,18,2,1,0,0,1,23,1613,2614a7437cbab17c26e0fb3043a609d0afde97e6,"(51.38432, -2.38506)",34,54,207,9,1
2008,56503,South West,Bath and North East Somerset,A46,TR,375273,170000,A4,LA Boundary,3.16,12,219,18953,89,3022,676,102,308,126,249,252,1712,23995,183163e1c1d36e37e59785861df6425b97887905,"(51.42846, -2.35706)",1,25,51,10,1
2008,56952,South West,Bath and North East Somerset,A362,PU,368000,154759,B3355,A367,1.3,20,60,5924,54,784,102,20,13,10,17,13,174,6997,5578c567fa70a7d0c045b5117e34481446846ab4,"(51.29106, -2.46029)",26,99,507,26,1
2008,57032,South West,Bath and North East Somerset,A368,PR,365000,161630,A37,A39,2.73,7,49,4375,27,706,103,14,12,3,3,20,155,5311,c6cf493745199516771ea19eec4fe8606f4d0d24,"(51.35267, -2.50399)",8,40,130,16,1
2008,57046,South West,Bath and North East Somerset,A362,PU,370000,154560,A367,Manor Rd,0.86,3,22,1753,18,485,68,20,13,2,4,37,144,2421,111b7bc7dba0913b9f1ca46a20af8b74f8162dca,"(51.28939, -2.43159)",12,78,416,24,1
2008,57290,South West,Bath and North East Somerset,A4175,PR,364728,169000,A4174 roundabout,road from Stockwood Hill,0.62,22,27,2116,42,431,69,12,2,2,2,16,103,2719,f65b9450e63b73b89af9654bf54fc33ed339fa6b,"(51.41891, -2.50862)",24,49,171,1,1
2008,57772,South West,Bath and North East Somerset,A4,PU,375156,165673,A3039,A36,0.12,13,9,533,12,66,11,1,0,0,0,0,12,632,d5dda1967615804d5d9f2588452b44843c41a5ce,"(51.38955, -2.35844)",35,22,15,7,1
2008,57774,South West,Bath and North East Somerset,A3039,PU,375070,165290,Saracen St,A4 London Rd,0.31,29,8,552,25,68,10,1,0,0,0,0,12,665,3aed57a2edd718c80b9eb852c7ea4e2204af9590,"(51.38611, -2.35964)",35,22,17,7,1
2008,57934,South West,Bath and North East Somerset,A3604,PU,374000,164775,A36,A367 roundabout,0.99,115,109,6185,148,916,105,22,13,5,10,14,169,7528,a8e0b3f796234d045c509dcc0e373e685e3e691f,"(51.38143, -2.37498)",32,103,538,13,1
2008,73016,South West,Bath and North East Somerset,A368,PR,355000,156980,LA boundary,B3114,2.98,5,32,3599,32,650,67,7,2,15,26,11,128,4441,7c7f01a5a26224a5348c0b60b4878b748e98ef48,"(51.31015, -2.64699)",4,32,87,21,1
2008,73017,South West,Bath and North East Somerset,A37,PR,362894,155349,LA boundary,A362,0.12,1,8,482,4,79,20,6,2,8,9,7,51,624,54429eeefb7f2a5471c146a5c042f73cc5517b19,"(51.29605, -2.53357)",3,43,133,23,1
2008,73020,South West,Bath and North East Somerset,A36,TR,378080,162056,LA boundary,B3018,0.06,0,5,239,2,31,7,2,1,1,2,4,18,293,06124b1b396c54f43ceaaf1b1e5e4d6fa6ec325b,"(51.35715, -2.31619)",10,113,56,10,1
2008,73024,South West,Bath and North East Somerset,A4175,PU,365600,168940,B3116,LA boundary,0.31,22,35,1885,10,226,24,4,0,0,2,2,32,2187,9df532ac29635bc66bc351152c1207d35100023c,"(51.41843, -2.49608)",24,48,161,1,1
2008,73025,South West,Bath and North East Somerset,A4174,PR,364290,169940,A4,LA boundary,0.31,2,64,3239,6,549,89,19,15,4,11,28,165,4022,f61f9449b706e39b0a1a77f1ac03eb5a08d4c6c8,"(51.42734, -2.51502)",24,48,161,1,1
2008,73026,South West,Bath and North East Somerset,A4,PR,363955,169760,LA boundary,A4174,0.31,29,106,3287,39,517,89,19,12,5,15,14,154,4102,cc35ee4e497e96cb7f3d4ff817a5234f5858f4ad,"(51.4257, -2.51982)",24,48,161,1,1
2008,74521,South West,Bath and North East Somerset,A36,PU,375856,165236,Darlington St,Warminster Rd,0.31,6,5,633,4,72,10,1,0,0,0,0,10,724,c0bbd758893dea2e6141b9ee89a9ab84532c3ec5,"(51.38566, -2.34834)",22,30,74,12,1
2008,75360,South West,Bath and North East Somerset,A367,PU,374950,164450,Broad Quay,Corn St,0.06,0,2,110,8,23,2,0,0,0,0,0,2,146,690b9c6c9d9153e12b042b7c9fc59aa72628e429,"(51.37855, -2.36131)",35,20,14,7,1
2008,75361,South West,Bath and North East Somerset,A367,PU,375000,164490,Ambury,A3039,0.12,3,3,340,22,57,5,1,0,0,0,0,7,429,637e5d83a0d2a3acc077867d1f9fd4f9b008dc9e,"(51.37891, -2.36059)",35,20,14,7,1
2008,75362,South West,Bath and North East Somerset,A367,PU,375040,164370,Churchill Bridge,A3039,0.06,1,1,170,11,29,3,0,0,0,0,0,3,215,00a604f5b2fd9cd6140bfde7a797909de7ec72f7,"(51.37784, -2.36001)",35,21,13,7,1
2008,75363,South West,Bath and North East Somerset,A367,PU,374970,164380,Churchill Bridge,Ambury,0.06,1,1,170,11,29,3,0,0,0,0,0,3,215,f61a8b48c374fd2f90ef899b7323f51b9abaf8c8,"(51.37792, -2.36102)",35,20,12,7,1
2008,75364,South West,Bath and North East Somerset,A367,PU,374900,164410,Broad Quay,Avon St,0.06,0,1,85,3,9,1,0,0,0,0,0,1,99,0d54b9e170bc96e79f73de81f766324c17dee5d9,"(51.37819, -2.36203)",35,20,14,7,1
2008,75365,South West,Bath and North East Somerset,A367,PU,374900,164510,Green Park Rd,Ambury,0.12,0,2,170,5,19,2,0,0,0,0,0,2,198,473cd6f4bd71b65b1b1be1e6ffc84e00f00654f6,"(51.37909, -2.36203)",35,20,14,7,1
2008,75366,South West,Bath and North East Somerset,A3039,PU,375030,165050,Northgate St,Saracen St,0.06,4,1,116,5,19,3,0,0,0,0,0,3,145,014bc8d4e302964c13673e501153c58dbbfc0fa5,"(51.38395, -2.3602)",35,20,11,7,1
2008,75367,South West,Bath and North East Somerset,A3039,PU,375040,165110,Broad St,Walcot St,0.06,2,1,41,3,6,1,0,0,0,0,0,1,51,2a8738961528b93243e8cb76097ccd0c16264a05,"(51.38449, -2.36006)",35,20,7,7,1
2008,75368,South West,Bath and North East Somerset,A3039,PU,375070,165050,Northgate St,Walcot St,0.06,4,1,71,3,8,1,0,0,0,0,0,2,84,7906282fbbe4c247a9544f97594d588cd7619b86,"(51.38395, -2.35963)",35,20,11,7,1
2008,76061,South West,Bath and North East Somerset,A4,PR,371600,165740,A36,A4 principal,0.24,5,27,1328,20,185,20,2,0,0,2,1,24,1584,3acbef9aaab19bcba1fccecae92d8d0db3057e02,"(51.38998, -2.40954)",9,28,68,22,1
2008,77949,South West,Bath and North East Somerset,A367,PU,373750,162070,Sulis Manor Rd roundabout,A3062,0.49,11,34,3365,50,374,70,13,10,4,7,10,114,3938,cad346a407c90469f65dbc692525eeb2e9300347,"(51.3571, -2.37837)",30,60,334,19,1
2008,77950,South West,Bath and North East Somerset,A36,PU,373000,164660,Connection Rd,A3604,0.74,14,20,3129,65,611,98,18,7,2,4,11,141,3965,87cc0ce8f5c3d02d5779e3efbf19e18a92053677,"(51.38035, -2.38934)",32,103,578,13,1
2008,77951,South West,Bath and North East Somerset,A36,TR,378950,164000,"Hanton Hill, Bathampton",B3108,2.85,66,104,11398,147,1186,259,55,20,54,113,105,606,13442,c18fb59f10137271515b22bd8bb2d1cbfb2e8a80,"(51.37467, -2.30381)",1,27,49,10,1
2008,77952,South West,Bath and North East Somerset,A4,PU,372500,165230,Old Newbridge Hill,A431,0.86,18,106,5158,79,717,77,6,1,2,6,3,95,6155,004d844e161fc149831ea78ddf5e198a2e0abdcb,"(51.38544, -2.39657)",29,17,317,8,1
2008,77953,South West,Bath and North East Somerset,A363,PU,378660,167000,Bathford Hill,A4,0.12,0,4,363,0,58,9,2,1,0,1,1,13,438,aeaecad0d759810a4509884c9bc8281c343967c6,"(51.40162, -2.30815)",1,26,41,10,1
2008,77954,South West,Bath and North East Somerset,A431,PU,372600,165500,A4,Penn Hill Rd,0.8,21,8,1537,11,236,20,2,4,1,1,1,28,1820,76ef2460cddb4d0cb2b049c5a4a0d6bfef2eada3,"(51.38787, -2.39515)",29,16,319,8,1
2008,77976,South West,Bath and North East Somerset,A37,PU,361230,168000,Staunton Lane,LA Boundary,0.31,4,23,1535,12,277,58,12,10,6,18,41,145,1992,f8393810b129272bf48934a22e06e1e2c5ac2fcf,"(51.40969, -2.55882)",7,75,402,20,1
2008,78006,South West,Bath and North East Somerset,A4175,PU,365100,168910,road to Stockwood Hill,B3116,0.37,14,17,1346,27,274,44,7,2,1,1,10,65,1729,8579a0504e9beeb94cd575f9472173859d844749,"(51.41813, -2.50327)",24,49,171,1,1
2008,78024,South West,Bath and North East Somerset,A362,PR,370250,154360,Manor Rd,LA Boundary,0.12,0,3,228,2,63,9,3,2,0,1,5,19,315,9a863b349a2b1e4731167bd0670af89702d8336c,"(51.2876, -2.42799)",12,78,416,24,1
2008,99383,South West,Bath and North East Somerset,A4,TR,377610,166610,A46,A363,1.3,8,134,8769,70,1371,169,52,24,18,49,50,361,10705,5d44d9a15877c9c86e8ce3d15c0abed21c98adeb,"(51.39808, -2.32322)",1,24,31,10,1
2009,6133,South West,Bath and North East Somerset,A4,PU,375000,165200,Broad St,A3039,0.31,24,12,1275,4,234,22,2,0,0,0,0,25,1549,ea66f5f94981093f5bb49abfc51f3f9116d6ef09,"(51.3853, -2.36064)",35,20,7,7,1
2009,6134,South West,Bath and North East Somerset,A4,PR,365000,169290,A4174/A4175,B3116,1.73,34,210,9658,104,1511,290,55,51,23,53,62,533,12016,ffe01aca0cacd78b161102faeefdded9a4b5f6fe,"(51.42154, -2.50474)",24,49,171,1,1
2009,6382,South West,Bath and North East Somerset,A37,PR,361700,165000,B3130,Staunton Lane,1.98,25,128,8012,69,1512,285,65,52,28,81,212,722,10442,5ec9c3632abcb4d8683771fe643c10f9d1da5024,"(51.38275, -2.55174)",7,74,399,20,1
2009,6990,South West,Bath and North East Somerset,A36,PU,375300,164240,A367 roundabout,A3062 roundabout,0.31,41,38,2201,24,304,43,8,3,3,6,10,72,2639,b176af3616a96d3e014b2b5c4991808fa5954336,"(51.37668, -2.35627)",33,109,567,12,1
2009,7128,South West,Bath and North East Somerset,A367,PU,374700,164540,Avon St,A4,0.43,16,19,1090,46,124,14,2,0,0,0,0,16,1295,7267a47c9dbef34a664704fe175dec2245137eb4,"(51.37935, -2.36491)",34,55,196,9,1
2009,7937,South West,Bath and North East Somerset,A4,PR,372000,165640,Broadway,Old Newbridge Hill,0.24,5,19,1201,30,160,21,2,0,0,2,1,27,1436,4606e467835d06d2c2c8c436ae1bdd74c0e2e4f0,"(51.3891, -2.40378)",29,18,313,8,1
2009,8116,South West,Bath and North East Somerset,A362,PU,366000,154970,B3355,B3355,0.93,6,21,1814,17,394,37,9,6,0,1,7,62,2308,9b2fdf596ceb52826eb3a57bbbb955e7a54b033d,"(51.29284, -2.48899)",11,10,280,25,1
2009,8292,South West,Bath and North East Somerset,A36,PU,375619,165276,Darlington St,Beckford Rd,0.12,18,10,386,11,64,13,3,3,1,2,3,26,497,a57ae4db3b510f2389f3331e0fe63f40bd6b9db0,"(51.38601, -2.35175)",35,21,24,7,1
2009,16122,South West,Bath and North East Somerset,A36,PR,372200,165000,A4(T),Connection Rd,0.93,21,100,3664,31,542,80,23,14,5,16,19,157,4494,27bcd578a4be3b8a9d02fe7068134b5f8f944ca3,"(51.38336, -2.40086)",28,92,478,11,1
2009,16354,South West,Bath and North East Somerset,A37,PR,361900,160000,A39,A368,3.54,4,265,11539,80,2350,446,98,32,79,156,230,1042,15277,4dcb15ee6ae1d5a68ec00fb90d7def4eae5e0e1a,"(51.33781, -2.54832)",5,34,95,20,1
2009,16389,South West,Bath and North East Somerset,A39,PR,364800,160000,B3115,A368,2.17,19,162,7048,79,1222,164,11,12,4,10,4,204,8716,518a22387b830250f4d4fafeb223ba0674f92661,"(51.338, -2.5067)",8,40,126,16,1
2009,16957,South West,Bath and North East Somerset,A367,PR,372050,160820,B3115,Sulis Manor Rd roundabout,1.05,25,69,6359,101,739,125,25,19,7,12,17,206,7474,637ae5fdccc093f2788a87cfc1149e41c7b28461,"(51.34577, -2.40269)",9,28,67,22,1
2009,17552,South West,Bath and North East Somerset,A3062,PU,375630,164000,A36 roundabout,North Rd/The Avenue,1.05,14,22,1696,37,205,20,7,0,0,0,1,28,1989,1df04472d5ea97fff2a88c0f416ab3ef2f38424b,"(51.37453, -2.35151)",33,110,574,12,1
2009,17920,South West,Bath and North East Somerset,A36,PU,375440,165500,Beckford Rd,A4,0.31,27,17,1664,15,220,46,13,5,3,11,11,91,2007,1217961de722dc9fef89cf8858ef969793f97303,"(51.388, -2.35434)",35,21,19,7,1
2009,18277,South West,Bath and North East Somerset,A4,PU,375010,165130,Saracen St,George St,0.06,2,1,74,2,13,2,0,0,0,0,0,2,93,fbb6e3b5f53eb6cb775c072f14cf790164825b1e,"(51.38467, -2.3605)",35,20,7,7,1
2009,26126,South West,Bath and North East Somerset,A4,PU,376000,166200,A36,A46,1.24,173,117,8893,200,1456,196,43,85,15,36,55,429,11094,304a3285140feae34b2a46e18d02b8beddea200b,"(51.39432, -2.34634)",36,95,490,4,1
2009,26127,South West,Bath and North East Somerset,A4,PR,370000,165500,B3116,A39,3.1,87,403,20124,276,2855,659,121,96,23,82,143,1124,24781,0cd581885de480ce3ef42963e5407c909ca1baff,"(51.38774, -2.43252)",9,28,68,22,1
2009,26381,South West,Bath and North East Somerset,A36,TU,376000,165451,Sydney Rd/Beckford Rd,"Hantone Hill, Bathampton",1.18,23,43,5529,50,642,130,27,18,10,27,42,254,6517,4a40ec98ecf9307e29b19bf6e66e1b9fd9dc42aa,"(51.3876, -2.34629)",22,30,72,12,1
2009,26417,South West,Bath and North East Somerset,A39,PR,363500,157000,A37,B3355,0.62,3,22,1139,11,206,45,11,4,2,4,7,74,1452,4ecf02a1625398e2013d0949ddf2375c9789c63c,"(51.31094, -2.52505)",3,43,136,23,1
2009,27024,South West,Bath and North East Somerset,A36,PU,375640,165000,A3062 roundabout,Sydney Place,0.68,18,72,4324,72,619,176,20,11,8,21,21,259,5346,a9f3e7c2c07078a101a1faaff063986b7dec4ae4,"(51.38353, -2.35143)",35,21,3,7,1
2009,27025,South West,Bath and North East Somerset,A367,PU,368000,154500,LA boundary,A362,1.61,41,115,6581,106,1021,112,14,17,6,18,24,190,8013,bf65ba5772e1f025463751714e882fe407b97efb,"(51.28874, -2.46026)",26,99,507,26,1
2009,27026,South West,Bath and North East Somerset,A368,PR,360000,161000,B3114,A37,5.59,33,129,9800,100,1227,210,43,16,6,8,20,304,11559,87df0877a2c3c3d4bf0d20c145e984de27ce6e2b,"(51.34667, -2.57571)",6,31,79,21,1
2009,27156,South West,Bath and North East Somerset,A4,PU,374000,165200,A3604,A367,0.68,64,49,3353,100,610,80,11,1,0,0,0,93,4205,653c61d377c9180d9c076d1da88a8d132a40c9ad,"(51.38525, -2.37502)",34,115,205,9,1
2009,27638,South West,Bath and North East Somerset,A3062,PU,375000,162260,A367,The Avenue/Ralph Allen Drive,1.49,90,46,5504,52,637,38,20,0,1,0,0,58,6298,d87e0a8861668156eb3c822c6b77696aea154b93,"(51.35886, -2.36044)",19,36,121,18,1
2009,28320,South West,Bath and North East Somerset,A36,PU,375783,165443,Bathwick St,Warminster Rd,0.31,45,9,560,13,64,9,2,1,0,1,1,13,659,f9170a565be78a2b335981583e1b628ddf4236b3,"(51.38752, -2.34941)",36,96,499,6,1
2009,36131,South West,Bath and North East Somerset,A4,PU,374700,165000,A367,Broad St,0.37,26,14,822,6,139,11,2,0,0,0,0,13,995,dbb9249bb8f252af1fcaea7c171f2a195dee1dd9,"(51.38349, -2.36494)",34,55,193,9,1
2009,36389,South West,Bath and North East Somerset,A37,PR,361770,164000,A368,B3130,1.98,15,137,7575,74,1629,242,52,21,26,87,157,586,10001,7a73ecee182123d0c5e6e9988393f416d101aa08,"(51.37376, -2.55062)",7,74,399,20,1
2009,36423,South West,Bath and North East Somerset,A39,PR,370000,165300,A368,A4,3.72,57,109,15444,167,1877,162,50,20,15,15,18,280,17877,177f50eab1d2f526aa0138db651cdd8b9053fcb0,"(51.38594, -2.4325)",9,28,68,22,1
2009,37050,South West,Bath and North East Somerset,A367,PU,374800,164300,A3062,A36/A3064 roundabout,1.86,60,177,9535,334,1087,147,37,33,4,16,14,250,11384,19c87d7eb83e5281c7cf1178c8040984c393f977,"(51.3772, -2.36345)",33,109,,12,1
2009,38015,South West,Bath and North East Somerset,A3039,PU,375085,164955,Dorchester St,Broad St,0.55,50,5,386,84,70,15,3,0,0,0,0,18,564,b0b60807378643942c0c60f450f32c44e2ac9898,"(51.3831, -2.35941)",35,20,11,7,1
2009,38606,South West,Bath and North East Somerset,A363,PR,379280,165000,LA Boundary,Bathford Hill,1.92,6,53,5007,6,828,111,23,7,2,6,12,162,6056,83f48560b69c9009eaf34983b93b4323d05e9468,"(51.38367, -2.29912)",1,24,45,10,1
2009,46133,South West,Bath and North East Somerset,A4,PR,371000,165500,A39,A36,0.86,30,132,6024,110,850,113,29,14,8,13,25,202,7319,0946f72df1227029e04ead3d43c7c2fd2f29d33c,"(51.3878, -2.41814)",9,28,68,22,1
2009,46389,South West,Bath and North East Somerset,A37,PR,362930,156000,A362,A39,0.86,4,68,4134,40,780,136,43,21,22,50,64,336,5358,5f4ecaaec11a80b751c40938b3ac4118d7687c60,"(51.30191, -2.53312)",3,43,131,23,1
2009,46421,South West,Bath and North East Somerset,A39,PR,364000,157500,B3355,B3115,1.73,17,91,4804,68,862,102,37,22,6,9,8,184,6009,dad5d5609793e3a272b637a61e0ce8cf62ee680c,"(51.31547, -2.51793)",3,43,136,23,1
2009,47026,South West,Bath and North East Somerset,A362,PR,365000,154900,A37,B3355,1.86,36,86,6275,96,1159,142,47,20,14,33,42,298,7914,837d0525083ac1b2ded1002f6791763da3dfef05,"(51.29215, -2.50332)",13,67,373,23,1
2009,47031,South West,Bath and North East Somerset,A367,PR,370000,156940,A362,B3115,5.4,43,456,22149,229,3370,353,146,69,16,53,114,752,26955,7a8b163f3e41313de4351d12866d8b71341d266a,"(51.31078, -2.43179)",15,72,377,22,1
2009,47162,South West,Bath and North East Somerset,A431,PR,370000,167400,"Penn Hill Rd, Bath",LA boundary,2.85,35,93,6669,50,942,55,5,4,2,1,1,69,7823,9531c8b55fdbe621a43685ffb5103957b96dfe6f,"(51.40483, -2.43268)",1,25,50,10,1
2009,47897,South West,Bath and North East Somerset,A3604,PU,373580,165000,A4,A36,0.18,6,5,861,7,192,17,2,5,0,0,1,25,1090,dc5ded55ed1376e39134d1e171c3485bce47b52a,"(51.38344, -2.38103)",32,103,538,13,1
2009,48359,South West,Bath and North East Somerset,A367,PU,375005,164350,A36/A3064 roundabout,Broad Quay,0.06,5,3,298,12,38,4,1,0,0,0,0,5,356,fa9c6ae495c13298d0d604fc19418db78bbfb3d4,"(51.37765, -2.36051)",35,20,12,7,1
2009,56111,South West,Bath and North East Somerset,A4,PR,380000,167630,A363,LA Boundary,1.24,15,70,4454,61,579,88,22,10,12,25,16,175,5338,7ad33d6c308d2104037b67cbf68c46cdd40a14b2,"(51.40734, -2.28893)",1,26,41,10,1
2009,56378,South West,Bath and North East Somerset,A36,TR,377840,160000,LA Boundary,LA Boundary,1.92,7,93,6906,35,1001,192,36,13,27,75,108,451,8487,d29aef5dea6b89edf780fa3f279de202655dcb34,"(51.33865, -2.31951)",10,113,52,10,1
2009,56445,South West,Bath and North East Somerset,A4,PU,373300,165100,A431,A3604,0.18,22,21,1205,43,134,9,1,0,0,0,0,11,1414,a51fd60137dec5f086efb312e091a84c7745d3e6,"(51.38432, -2.38506)",34,54,207,9,1
2009,56503,South West,Bath and North East Somerset,A46,TR,375273,170000,A4,LA Boundary,3.16,13,228,18707,94,3123,626,102,296,117,214,245,1600,23751,e83e21ffca1108dd5f357e8c787308df984ac056,"(51.42846, -2.35706)",1,25,51,10,1
2009,56952,South West,Bath and North East Somerset,A362,PU,368000,154759,B3355,A367,1.3,20,68,6054,53,796,93,20,12,9,15,13,161,7132,ddbeb11bc907963dd2c1f1ec7a4ff7b01a5f8d30,"(51.29106, -2.46029)",26,99,507,26,1
2009,57032,South West,Bath and North East Somerset,A368,PR,365000,161630,A37,A39,2.73,8,51,4323,27,719,93,14,12,3,3,18,143,5262,e68e6017749cc5284d488524e3b054cd4ea175c1,"(51.35267, -2.50399)",8,40,130,16,1
2009,57046,South West,Bath and North East Somerset,A362,PU,370000,154560,A367,Manor Rd,0.86,7,22,2563,47,465,61,17,15,3,6,12,113,3210,9f123f55a7158347efd65b5aaaa3cafa86e03d98,"(51.28939, -2.43159)",12,78,416,24,1
2009,57290,South West,Bath and North East Somerset,A4175,PR,364728,169000,A4174 roundabout,road from Stockwood Hill,0.62,57,59,2560,39,415,41,6,2,1,2,5,57,3130,bb612e30e8a4886bf019afbbc56a88e7deb523d6,"(51.41891, -2.50862)",24,49,171,1,1
