postcode,data status,lines < 2mbps,average speed,median speed,maximum speed,super fast available,connections
BA12AT,OK,N,21,22.2,23.1,Y,6
BS311JS,OK,Y,12.9,10.6,>=30,Y,4
BA32DG,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA32EN,OK,N,12.2,9.1,>=30,Y,10
BA25AW,OK,N,11.1,11.6,16.8,N,11
BA28LR,OK,Y,1.5,1.2,2.9,Y,5
BA17RF,OK,N,16,18,22.2,N,3
BA26SA,OK,Y,10.9,3.1,>=30,Y,11
BA32LD,OK,N,27.2,20.5,>=30,Y,22
BS406ED,OK,N,6.7,7.8,8.1,N,11
BA25JX,OK,N,10.9,11.6,12.9,N,3
BS395BZ,OK,Y,9,8.1,23.3,N,5
BS395EE,OK,N,12.8,8.1,22.9,N,20
BA10LT,No premises,N/A,N/A,N/A,N/A,N,0
BA33EJ,OK,N,13.2,9.2,>=30,Y,23
BA28DN,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BA22RX,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BA15NL,OK,N,14,15.2,17.6,Y,5
BA20JQ,No Data,N/A,N/A,N/A,N/A,N,0
BS394JT,OK,Y,4.4,4.8,7.6,N,4
BA15TH,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA23DN,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA24HQ,OK,N,23.4,9.2,>=30,Y,14
BA33NS,OK,N,23.9,16.1,>=30,Y,6
BA21SF,OK,N,25.6,25,>=30,Y,8
BA26UL,OK,Y,12.8,3,>=30,Y,27
BA24QF,OK,N,12.9,14.2,15.2,Y,4
BA15PH,OK,N,7.4,7.1,10.8,Y,5
BA34DP,No premises,N/A,N/A,N/A,N/A,N,0
BA23AE,OK,N,20.6,7.4,>=30,Y,16
BA29BE,No Data,N/A,N/A,N/A,N/A,N,0
BA21BH,No Data,N/A,N/A,N/A,N/A,Y,0
BS397RN,No Data,N/A,N/A,N/A,N/A,Y,0
BS406LA,OK,N,6.3,6.3,8.1,N,4
BA13NP,OK,Y,21.8,7.6,>=30,Y,13
BS312RU,OK,N,24.2,16.3,>=30,Y,17
BA16AW,OK,Y,8.9,9.3,16.5,Y,33
BA13LY,OK,N,5.3,4.7,7.9,Y,3
BA16FW,OK,N,6.4,6.6,8.2,N,6
BA21SN,OK,N,20.5,20,>=30,Y,7
BS312EP,OK,N,21.8,20.9,>=30,Y,8
BS311ER,No Data,N/A,N/A,N/A,N/A,Y,0
BA16RD,OK,N,15.9,3.4,>=30,Y,12
BA21NB,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BS312PJ,OK,N,14.2,14.5,18,N,14
BA22RF,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA22AR,OK,N,23.7,8.7,>=30,Y,7
BS312UF,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BS395DH,OK,Y,5.4,6.1,8.1,N,8
BA23PB,OK,N,>=30,>=30,>=30,Y,14
BS312JT,OK,N,>=30,21,>=30,Y,11
BA16PJ,OK,N,25.1,13.2,>=30,Y,5
BA14LB,OK,Y,14.5,3.9,>=30,Y,16
BA18EQ,OK,Y,3.4,3.4,5.6,N,3
BA15NN,OK,N,19.5,12.3,>=30,Y,15
BA16RU,OK,Y,11.6,5.2,>=30,Y,35
BA33QB,OK,N,14.5,14.5,14.9,Y,3
BS408RG,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA34AF,OK,N,17,15.8,>=30,Y,10
BS396AD,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA33XX,No Data,N/A,N/A,N/A,N/A,Y,0
BS313BH,OK,N,29,20,>=30,N,21
BA29JE,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA17RD,OK,N,15.7,16.4,21.2,N,15
BS397NJ,Insufficient Data,N/A,N/A,N/A,N/A,N,1
BA26UH,OK,Y,11.3,2.4,>=30,Y,14
BS396TJ,No Data,N/A,N/A,N/A,N/A,N,0
BA26DF,OK,N,14.7,8.2,>=30,Y,10
BA13DR,OK,N,15.2,6,>=30,Y,10
BS394EN,OK,Y,3.9,3.8,7.5,N,3
BA10SJ,No Data,N/A,N/A,N/A,N/A,N,0
BA13PA,OK,N,13.7,6.1,>=30,Y,16
BA11AW,OK,N,15.7,17.1,22.2,N,7
BS313BJ,OK,N,27.3,20,>=30,N,8
BS140TU,OK,N,28.9,20.1,>=30,Y,8
BA33UX,Insufficient Data,N/A,N/A,N/A,N/A,Y,1
BS313JH,OK,N,11.2,7.8,20,N,12
BA21DL,OK,Y,>=30,>=30,>=30,Y,17
BS313TQ,OK,N,29.1,9.8,>=30,N,5
BA19AB,OK,Y,15.4,3.8,>=30,Y,7
BS311AQ,OK,N,16.7,14.7,>=30,Y,13
BA26LH,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA21EQ,OK,Y,23.1,>=30,>=30,Y,9
BS397XJ,OK,Y,19.5,3.3,>=30,Y,29
BA29AF,OK,Y,2.8,2.8,4.7,N,10
BA22HL,OK,N,>=30,20,>=30,Y,14
BA24RS,OK,Y,27.6,8.8,>=30,Y,9
BA29BW,No Data,N/A,N/A,N/A,N/A,N,0
BA28HZ,OK,N,26.5,18.2,>=30,Y,25
BA26JN,OK,Y,17.6,8.3,>=30,Y,9
BA24SJ,OK,N,18.6,7.6,>=30,Y,47
BS395DE,OK,N,7.7,8.1,8.1,N,5
BA21NW,OK,Y,24,20,>=30,Y,27
BA32RQ,OK,N,19.4,14.4,>=30,Y,17
BA13HG,OK,N,18,8.7,>=30,Y,37
BA32QS,OK,N,24.7,13.9,>=30,Y,6
BA15LZ,OK,Y,11.1,12.4,19.1,Y,5
BA14EE,OK,Y,10.9,3.5,>=30,Y,25
BS394EU,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA21HP,OK,Y,26.7,20,>=30,Y,7
BA32EE,OK,N,17.1,19.3,23.5,N,36
BA25PR,OK,N,14.4,14.4,21.4,N,33
BA16BE,OK,Y,10,5,>=30,Y,15
BA20JA,OK,N,16.9,20.2,23.1,N,19
BS394NL,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA32ST,OK,N,21,9.1,>=30,Y,11
BA13AX,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA15AP,OK,N,11.2,12.8,12.8,Y,3
BS312DU,OK,N,25.7,22.9,>=30,Y,14
BA12HB,No premises,N/A,N/A,N/A,N/A,Y,0
BA12PP,No premises,N/A,N/A,N/A,N/A,Y,0
BA13QG,OK,Y,19.2,6.7,>=30,Y,17
BA21EX,Insufficient Data,N/A,N/A,N/A,N/A,N,1
BA25SN,OK,N,17.8,17.1,23.1,N,24
BA10TU,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA24PY,No Data,N/A,N/A,N/A,N/A,Y,0
BA16HY,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA15RT,OK,Y,15.9,6.1,>=30,Y,4
BA16HU,OK,N,>=30,>=30,>=30,Y,7
BA12XJ,OK,N,12.8,12.8,19.4,Y,10
BS408TX,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BS394DZ,OK,Y,2.9,3.6,4.8,N,3
BS397LH,OK,Y,3.6,3.8,4.8,N,15
BS408YN,No Data,N/A,N/A,N/A,N/A,N,0
BA29DG,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA13NW,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA11QN,OK,Y,16.3,18,23.1,N,27
BS396HL,OK,Y,4.7,4.9,6.7,N,8
BA29AS,OK,Y,3.7,3.5,5.7,N,19
BA29BL,No Data,N/A,N/A,N/A,N/A,N,0
BS395SJ,OK,Y,4.7,4.5,7.8,N,7
BS396YA,OK,Y,2.9,2.9,3.7,N,9
BA28XJ,No premises,N/A,N/A,N/A,N/A,N,0
BA10SA,No premises,N/A,N/A,N/A,N/A,N,0
BA27BW,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA27ET,No premises,N/A,N/A,N/A,N/A,N,0
BS397TA,OK,N,14.6,3.9,>=30,Y,11
BA16JY,OK,Y,>=30,>=30,>=30,Y,9
BA16JD,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BS395ST,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA27EQ,OK,N,3.6,4,4.2,N,3
BA22BB,OK,N,20.8,6.9,>=30,Y,12
BS395TS,OK,Y,3,2.6,5.9,N,9
BS406ND,OK,Y,4.1,4,6.7,N,9
BS311UH,OK,N,23,20,>=30,Y,13
BS397PD,OK,Y,18.4,3,>=30,Y,5
BS312NA,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BA27SS,OK,Y,4.1,5.1,5.9,N,10
BS396EX,No Data,N/A,N/A,N/A,N/A,N,0
BA16HA,OK,N,>=30,8.2,>=30,Y,9
BA34AR,No premises,N/A,N/A,N/A,N/A,N,0
BA16HY,No Data,N/A,N/A,N/A,N/A,Y,0
BA19BU,No Data,N/A,N/A,N/A,N/A,Y,0
BS408XY,No premises,N/A,N/A,N/A,N/A,N,0
BS312LE,OK,N,23.1,20,>=30,Y,16
BS408QT,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA32LZ,OK,N,27.7,19,>=30,Y,10
BS140QE,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA21QQ,OK,Y,22.6,20,>=30,Y,29
BA11JD,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BA33LL,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BS312BH,OK,N,17.8,15.4,>=30,Y,10
BA25QH,OK,N,15.7,18.8,23,N,19
BA16BN,OK,Y,14.8,5.6,>=30,Y,31
BA26PY,OK,N,13.8,14.3,16.5,N,7
BS312AW,OK,N,11.7,11.4,19.5,N,20
BA16DE,OK,Y,14.8,11.3,>=30,Y,19
BA20DH,OK,Y,6.9,7,13.7,N,24
BA22DY,OK,Y,5,4.8,15,N,25
BA10TH,No Data,N/A,N/A,N/A,N/A,N,0
BA12ED,OK,Y,15.2,17.6,21.2,Y,14
BA28TU,OK,Y,24.7,1.9,>=30,Y,19
BA17PD,OK,N,15,16.7,19.6,N,6
BA15EF,OK,N,13.5,13.4,14.6,Y,4
BA14AR,OK,Y,11.7,7.8,>=30,Y,34
BA23AH,OK,N,16.8,9.8,>=30,Y,16
BA16JG,OK,N,19.5,9.1,>=30,Y,8
BA11TS,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA17AQ,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA13EJ,OK,Y,11.9,10.2,>=30,Y,23
BA33NJ,OK,N,17.6,15.1,>=30,Y,14
BS313DJ,OK,N,14.1,11.7,>=30,N,14
BA22HP,OK,Y,24.8,20,>=30,Y,11
BS313AA,OK,N,12,8.1,20,N,14
BA27DX,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA20EY,OK,N,8.7,8.1,18.1,N,6
BS396HJ,OK,Y,4.1,4.7,5.9,N,7
BA29AH,OK,Y,2.6,2.8,4.7,N,5
BA16LL,OK,Y,16.4,6.3,>=30,Y,12
BA23LG,OK,Y,>=30,>=30,>=30,Y,16
BS311PE,OK,N,14.9,14.5,18.5,N,5
BA17NB,OK,Y,13.5,15.5,19,N,16
BS395UW,OK,Y,2.7,3.1,5.7,N,12
BA13HL,OK,N,12.5,5.9,>=30,Y,5
BA27JE,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA21DZ,OK,Y,26,6.1,>=30,Y,16
BA13WW,No premises,N/A,N/A,N/A,N/A,N,0
BS313DQ,OK,N,14.1,14.1,20,N,5
BA24RD,OK,Y,23.1,10.1,>=30,Y,13
BS406JU,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BS311HX,OK,N,>=30,22.7,>=30,Y,10
BS313TH,OK,N,11.8,10.5,20,N,4
BA24RB,OK,N,>=30,10.2,>=30,Y,46
BA23NR,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA20ES,No premises,N/A,N/A,N/A,N/A,N,0
BA15TR,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BS394DP,No Data,N/A,N/A,N/A,N/A,N,0
BA15AW,No premises,N/A,N/A,N/A,N/A,Y,0
BA25RW,OK,N,17.1,18.9,24,N,16
BA26XF,OK,Y,15,3.6,>=30,Y,7
BA32LS,OK,N,17,15.4,>=30,Y,29
BA17AY,OK,N,4.7,4.5,6.6,Y,4
BS406ES,OK,Y,3.4,3.3,8,N,6
BA32BG,OK,N,13.5,12.7,>=30,Y,19
BA26QG,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA27JP,No Data,N/A,N/A,N/A,N/A,Y,0
BA25PQ,OK,N,18.5,21,21.1,N,3
BA32XN,OK,Y,5.4,6.1,7.5,Y,5
BA13QE,No premises,N/A,N/A,N/A,N/A,Y,0
BA32SR,No Data,N/A,N/A,N/A,N/A,Y,0
BA22JP,OK,N,18.6,7.7,>=30,Y,25
BA33RL,OK,N,22.6,17.5,>=30,Y,14
BS313YA,No premises,N/A,N/A,N/A,N/A,N,0
BS311PQ,No Data,N/A,N/A,N/A,N/A,N,0
BS408BF,No premises,N/A,N/A,N/A,N/A,N,0
BA16AU,No Data,N/A,N/A,N/A,N/A,Y,0
BA11UG,OK,N,17.1,16.7,23.9,Y,4
BA22HA,OK,Y,>=30,>=30,>=30,Y,6
BA18DE,OK,N,13.7,6,>=30,Y,8
BS408HH,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA23BA,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BA23NZ,OK,Y,21.9,9.7,>=30,Y,23
BS394HS,OK,N,7.4,7.6,8,N,5
BS408TY,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BA32UH,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BS394ZN,No premises,N/A,N/A,N/A,N/A,N,0
BA21LG,OK,N,28.3,25,>=30,Y,4
BA26PH,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BS397SU,OK,N,7,6.9,9.8,Y,13
BA33EW,OK,N,10.2,8,>=30,Y,12
BA23PN,OK,Y,6.8,6.1,14,Y,10
BS312AQ,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BS140QG,OK,N,17.2,17.5,>=30,Y,13
BS395DW,OK,N,12.4,8.1,20.7,N,8
BA23DZ,OK,N,>=30,18,>=30,Y,4
BA16RZ,OK,Y,12.4,5,>=30,Y,9
BS406NA,OK,Y,5.2,5.7,7.9,N,7
BA21QN,OK,N,>=30,>=30,>=30,Y,13
BS396JL,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BS406PX,OK,Y,1.4,1.2,2.4,N,3
BA29AL,OK,Y,3.1,3.6,4,N,6
BA10JN,No premises,N/A,N/A,N/A,N/A,N,0
BA22UF,OK,N,8.5,7.6,15.3,N,18
BA33ED,OK,N,28.4,18.5,>=30,Y,15
BS313DW,OK,Y,11,6.8,20,N,11
BA19AJ,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA29DJ,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA17EG,OK,Y,13.8,15.7,22.1,N,19
BS394AB,OK,N,8.1,8.1,8.1,N,3
BS408TR,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BA25JF,OK,N,12.5,13.3,18.3,N,17
BA21SP,OK,N,14.2,12.9,>=30,Y,6
BA26BE,OK,N,19.6,7.8,>=30,Y,13
BA13PG,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BA12PT,OK,N,19.4,19.3,24,Y,11
BA25JJ,OK,Y,10.5,10.1,18.8,Y,33
BA13RL,OK,Y,12.2,4.1,>=30,Y,17
BS396LD,OK,Y,2.8,2.9,4.3,N,7
BA25DG,No Data,N/A,N/A,N/A,N/A,N,0
BA16AN,OK,N,26.7,11.2,>=30,Y,10
BS395SD,OK,N,6.1,6.3,8,N,5
BA28HH,OK,Y,15.4,4.2,>=30,Y,4
BS311AY,OK,N,>=30,>=30,>=30,Y,18
BA25JT,No Data,N/A,N/A,N/A,N/A,N,0
BA13HH,OK,Y,13.8,7.4,>=30,Y,14
BS312RD,OK,N,>=30,>=30,>=30,Y,13
BA32NG,Insufficient Data,N/A,N/A,N/A,N/A,Y,1
BA12XZ,OK,N,13.2,13.8,17.9,N,8
BA17LA,OK,N,10,7.8,17.6,N,3
BS396UF,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BA33JG,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA21AZ,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA21SU,OK,N,21,25,>=30,Y,6
BS313LJ,OK,N,>=30,>=30,>=30,N,4
BA11DX,No premises,N/A,N/A,N/A,N/A,N,0
BA28HW,OK,Y,20.2,28.3,>=30,Y,8
BA23TW,OK,N,17.7,6.9,>=30,Y,8
BA28QQ,OK,Y,1.5,1.5,2.2,N,6
BS311QQ,OK,N,20.4,25,>=30,Y,12
BA24HS,Insufficient Data,N/A,N/A,N/A,N/A,Y,1
BA20AU,OK,Y,4.2,4.5,7.7,N,8
BA14HN,OK,Y,18.6,4.1,>=30,Y,10
BA20AN,OK,N,6.7,5.4,9.6,N,5
BA11RG,OK,N,12.1,8.1,22.4,Y,9
BA29HQ,OK,Y,2.6,2.7,3,N,4
BA11AG,No Data,N/A,N/A,N/A,N/A,Y,0
BA17PB,OK,N,10.9,11.9,19.3,N,23
BA13PY,OK,N,26.6,7.2,>=30,Y,6
BA32HP,No premises,N/A,N/A,N/A,N/A,N,0
BA23LE,OK,N,>=30,>=30,>=30,Y,5
BA21DY,OK,Y,24.2,20,>=30,Y,47
BA17JU,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BA33TT,OK,N,22.2,12.9,>=30,Y,21
BA21LZ,OK,Y,18.4,13.7,>=30,Y,14
BA19AQ,OK,Y,1.2,1.3,1.7,Y,12
BA22HR,OK,N,22.2,>=30,>=30,Y,8
BA15QR,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA24SW,OK,Y,15.7,7.2,>=30,Y,9
BS313BW,OK,N,26,20,>=30,N,13
BS312PY,OK,N,20,16.7,>=30,Y,27
BA23WU,No premises,N/A,N/A,N/A,N/A,N,0
BA27AY,No premises,N/A,N/A,N/A,N/A,Y,0
BA22DW,OK,N,>=30,25,>=30,Y,10
BS312UJ,OK,N,21.3,20,>=30,Y,10
BA32BE,No premises,N/A,N/A,N/A,N/A,Y,0
BS311EY,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA24EN,OK,N,15.6,8.9,>=30,Y,8
BA12UB,OK,Y,15.4,9.7,>=30,Y,27
BA13DJ,OK,N,18.7,9.7,>=30,Y,19
BA16JT,OK,Y,10.6,4.4,>=30,Y,5
BS395UT,OK,Y,3,3.2,5.7,N,12
BA26QT,OK,N,>=30,>=30,>=30,Y,4
BS312EU,OK,N,26.7,21.4,>=30,Y,6
BA27PD,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA29EJ,No Data,N/A,N/A,N/A,N/A,N,0
BA14DZ,OK,Y,16.7,4.4,>=30,Y,27
BA28AU,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA12PY,No Data,N/A,N/A,N/A,N/A,Y,0
BA13AR,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA26EL,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA11UB,No Data,N/A,N/A,N/A,N/A,Y,0
BS394LQ,OK,Y,3.6,3.4,5.1,N,3
BA35TZ,OK,Y,15.5,5.8,>=30,Y,6
BA20WA,Insufficient Data,N/A,N/A,N/A,N/A,Y,1
BS406PR,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BS396UY,OK,Y,4.1,4.1,6.8,N,14
BA33TS,OK,Y,15.2,12.7,>=30,Y,37
BA33PE,OK,N,14.5,10.1,>=30,Y,15
BA20FY,No Data,N/A,N/A,N/A,N/A,N,0
BA32BU,OK,N,18.4,10.6,>=30,Y,14
BA33TF,OK,N,12.2,11.2,18.2,Y,6
BA13PX,OK,Y,16.9,8.1,>=30,Y,30
BA11RY,No premises,N/A,N/A,N/A,N/A,N,0
BA17NG,OK,N,19,19.5,22.1,N,5
BS406PD,OK,Y,2.3,2.3,3.7,N,11
BA22WX,No premises,N/A,N/A,N/A,N/A,N,0
BA24HZ,OK,N,11.1,6.5,>=30,Y,14
BA12SB,OK,N,29.5,16.3,>=30,Y,8
BS395RQ,OK,N,10.5,11.2,16.9,N,9
BS408RT,No Data,N/A,N/A,N/A,N/A,N,0
BA26JG,OK,N,4.8,4.5,6.4,Y,4
BS312TP,OK,Y,18.9,13.9,>=30,Y,6
BA21LW,OK,Y,17.8,4.6,>=30,Y,21
BA26ST,OK,Y,29.7,>=30,>=30,Y,11
BS312TX,OK,N,20,20,>=30,Y,17
BA20JX,OK,Y,15.7,17.4,24.1,N,54
BA32PQ,OK,N,19.4,14.8,>=30,Y,4
BA23NQ,OK,N,25.4,10.8,>=30,Y,17
BA29EZ,OK,Y,1.8,1.7,2.1,N,5
BA33TJ,OK,Y,12.7,11.1,28.7,Y,20
BS313HN,OK,N,22.2,20.4,>=30,N,9
BA28BP,No Data,N/A,N/A,N/A,N/A,Y,0
BA25EY,OK,N,10.7,10.3,16.8,N,6
BA32AU,OK,N,25.6,19,>=30,Y,15
BA25BT,OK,N,12.7,15.1,22.6,N,11
BA10PW,No premises,N/A,N/A,N/A,N/A,N,0
BA17JJ,OK,N,12.3,12.3,19.4,N,13
BS395AF,OK,Y,7.4,8.1,8.1,N,13
BA15NG,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA21LA,OK,Y,20,20,>=30,Y,24
BA22EP,OK,N,>=30,20,>=30,Y,10
BA22HU,OK,Y,20.4,6.2,>=30,Y,11
BA11RZ,No Data,N/A,N/A,N/A,N/A,Y,0
BS406HH,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BS394DH,OK,Y,2.8,2.7,6.2,N,20
BS395WR,No premises,N/A,N/A,N/A,N/A,N,0
BA32JN,OK,N,18.3,19.4,20.9,Y,3
BA11JG,No premises,N/A,N/A,N/A,N/A,N,0
BA29DR,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BS396ER,OK,N,7,7.6,8.1,N,8
BA17ND,OK,N,14.5,13.6,21.9,N,7
BA20BD,OK,Y,6.4,4.8,20.6,N,8
BA11UL,OK,N,13.2,12.2,>=30,Y,23
BA33YX,OK,N,9.8,9.7,17,Y,15
BA21SY,No Data,N/A,N/A,N/A,N/A,Y,0
BA23HH,OK,N,>=30,21.8,>=30,Y,23
BA22HD,OK,Y,28.6,20,>=30,Y,26
BA29DF,No Data,N/A,N/A,N/A,N/A,N,0
BA39AA,No premises,N/A,N/A,N/A,N/A,N,0
BA21EY,No premises,N/A,N/A,N/A,N/A,Y,0
BS140PT,OK,N,23.9,20.9,>=30,Y,9
BA12HN,OK,N,14.4,15.8,20.2,Y,5
BA13AX,No Data,N/A,N/A,N/A,N/A,N,0
BA22BE,OK,N,7.8,7.3,20,Y,7
BS313EU,No Data,N/A,N/A,N/A,N/A,N,0
BS313HR,OK,N,19.2,8.1,>=30,N,16
BA21RS,Insufficient Data,N/A,N/A,N/A,N/A,Y,1
BS312EF,OK,Y,25.5,20,>=30,Y,22
BS418NL,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA21QG,OK,Y,18.1,20,>=30,Y,8
BA19BS,OK,Y,2.9,3.3,4.1,N,5
BA32EW,OK,N,24.6,18,>=30,Y,9
BA28QY,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BA28PA,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BA17LP,No Data,N/A,N/A,N/A,N/A,N,0
BA15JS,OK,N,11.2,7.6,>=30,Y,6
BA12SN,OK,N,14.8,13.6,>=30,Y,18
BA23QU,OK,N,24.3,20,>=30,Y,30
BA27WA,OK,N,6.7,8.1,8.1,N,4
BA20BW,No Data,N/A,N/A,N/A,N/A,N,0
BA21ST,OK,Y,29.6,12,>=30,Y,6
BS394NB,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BS311BD,OK,Y,11.7,14.4,19.6,Y,12
BA28SX,OK,Y,11.7,2.8,>=30,Y,9
BA26AG,OK,N,18.3,4.6,>=30,Y,9
BA17HN,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA12PX,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BS312QR,OK,N,>=30,20,>=30,Y,22
BS313LD,OK,Y,17.1,20,>=30,N,10
BS408SB,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BA27TE,OK,N,8.3,8.4,8.5,N,3
BS395RD,OK,Y,7.9,8.1,14.4,N,6
BA13AG,Insufficient Data,N/A,N/A,N/A,N/A,Y,1
BA24HG,OK,N,18.4,8,>=30,Y,25
BS313HG,OK,N,9.2,6.3,20,N,5
BA16DJ,OK,N,18.2,11.7,>=30,Y,8
BA27EA,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA11RW,No Data,N/A,N/A,N/A,N/A,N,0
BA20FP,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BS312NB,OK,N,26.8,20.3,>=30,Y,22
BS312AQ,No Data,N/A,N/A,N/A,N/A,N,0
BA11JN,No premises,N/A,N/A,N/A,N/A,Y,0
BA27SY,OK,N,4.1,4.8,4.9,N,3
BS395RN,No Data,N/A,N/A,N/A,N/A,N,0
BS396UQ,No Data,N/A,N/A,N/A,N/A,N,0
BA22NX,Insufficient Data,N/A,N/A,N/A,N/A,Y,1
BS140PS,OK,N,18.2,22.3,24.4,Y,7
BA28PU,OK,Y,3,2.2,14.3,N,20
BA16SQ,OK,N,28.1,21.9,>=30,Y,4
BA22LW,OK,Y,25.7,>=30,>=30,Y,15
BS397NG,OK,Y,13.6,3.4,>=30,Y,8
BA33UB,OK,N,21.1,15.8,>=30,Y,4
BS406AF,OK,Y,2.2,2,4,N,3
BA24AJ,No Data,N/A,N/A,N/A,N/A,N,0
BS313AZ,OK,N,>=30,25,>=30,N,11
BA12EL,No premises,N/A,N/A,N/A,N/A,Y,0
BS312TA,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BS408YJ,No Data,N/A,N/A,N/A,N/A,N,0
BA20PQ,OK,N,4.2,4.3,5,N,4
BA16SZ,OK,Y,4.3,4.4,6.2,Y,14
BA12RS,OK,Y,21.7,11.8,>=30,Y,8
BA12LZ,Insufficient Data,N/A,N/A,N/A,N/A,Y,1
BA23BT,OK,N,>=30,20.2,>=30,Y,10
BA17DZ,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BA21EL,OK,Y,29.3,>=30,>=30,Y,16
BA20NN,OK,N,15.2,17.2,29,N,43
BA26RJ,OK,N,6,5.7,16.2,N,18
BA17PN,OK,N,14,16.3,20.8,N,24
BA22BU,OK,Y,6.1,6.2,9,N,19
BS397SS,OK,N,6.3,6.9,7.7,Y,4
BA28HU,OK,Y,17,20,>=30,Y,16
BA24DE,No Data,N/A,N/A,N/A,N/A,Y,0
BA23DT,OK,N,11.7,10.8,14.4,Y,3
BA21EU,OK,Y,21,21,>=30,Y,3
BA15AS,OK,N,12.5,11.5,22.7,N,4
BA24QP,OK,Y,4.9,4.9,8.1,Y,4
BS394NH,OK,N,5.5,5.1,7.6,N,5
BA20LZ,OK,N,19.2,19.2,24.1,N,6
BA22SW,OK,N,26.7,20,>=30,Y,5
BS312DS,OK,N,>=30,>=30,>=30,Y,14
BS408QE,OK,N,13.9,15.3,21.4,N,5
BA33XH,OK,N,11.2,7.9,>=30,Y,9
BA28DT,OK,N,21,4.3,>=30,Y,11
BS394AR,No Data,N/A,N/A,N/A,N/A,N,0
